date,dexalus,dexcaus,dexjpus,dexnzus,dexukus
1987-06-26,1.3906271728549577,1.3327,146.3,1.6886187098953058,0.6209251785159888
1987-06-29,1.3873473917869035,1.3337,146.7,1.6920473773265652,0.624687656171914
1987-06-30,1.3871549452073797,1.3315,146.8,1.688333614722269,0.6200396825396826
1987-07-01,1.3871549452073797,1.3305,146.85,1.6863406408094437,0.6190034045187249
1987-07-02,1.3888888888888888,1.3303,147.3,1.6869095816464237,0.6190034045187249
1987-07-03,1.3917884481558802,1.3279,148.82,1.680672268907563,0.6211180124223602
1987-07-06,1.404297149276787,1.3282,149.13,1.6778523489932886,0.6178560395427866
1987-07-07,1.4285714285714286,1.3232,149.7,1.667778519012675,0.6172839506172839
1987-07-08,1.4166312508853947,1.3245,150.57,1.680672268907563,0.6181233774261343
1987-07-09,1.409046075806679,1.3235,149.98,1.6597510373443982,0.6182380216383307
1987-07-10,1.4130281192595733,1.3211,150.65,1.665278934221482,0.6197706848466068
1987-07-13,1.4134275618374559,1.3199,150.98,1.6561775422325273,0.6182380216383307
1987-07-14,1.4144271570014144,1.3179,151.08,1.670564650851988,0.6208095356344674
1987-07-15,1.4084507042253522,1.3236,148.65,1.659475605708596,0.6129328838492185
1987-07-16,1.405283867341203,1.3217,150.55,1.6545334215751157,0.613308800981294
1987-07-17,1.4088475626937165,1.3188,152.76,1.6474464579901154,0.6220839813374806
1987-07-20,1.4150275930380642,1.3189,152.85,1.650709805216243,0.6242976651267325
1987-07-21,1.4114326040931544,1.3213,152.66,1.6474464579901154,0.6267627702914447
1987-07-22,1.4078558355624384,1.3212,152.34,1.6409583196586806,0.6269592476489029
1987-07-23,1.408649105507818,1.3292,150.78,1.6433853738701725,0.623558022073954
1987-07-24,1.4132278123233466,1.3388,149.95,1.6688918558077437,0.6238303181534622
1987-07-27,1.4214641080312722,1.3348,150.45,1.669449081803005,0.6259780907668232
